eng,viet
Mom buys a large slice of pork every Wednesday at the butcher's.,Mẹ mua một miếng thịt lợn lớn vào thứ Tư hàng tuần tại cửa hàng thịt.
I don't know how much money Tom and Mary spend.,Tôi không biết Tom và Mary chi bao nhiêu tiền.
The swimming pool we swam in yesterday had a circular shape.,Bể bơi chúng tôi bơi ngày hôm qua có hình tròn.
This is one of the worst movies I've ever seen.,Đây là một trong những bộ phim tệ nhất mà tôi từng xem.
"If I don't do that now, I'll never do it.",Nếu tôi không làm điều đó bây giờ thì tôi sẽ không bao giờ làm được.
"At nightfall, when the last rays of the sun color the prairie sky red, the howls of coyotes resonate through the hills.","Khi màn đêm buông xuống, khi những tia nắng cuối cùng nhuộm đỏ bầu trời thảo nguyên, tiếng hú của chó sói vang vọng khắp những ngọn đồi."
How did you know that Tom didn't need to do that?,Làm sao bạn biết Tom không cần phải làm điều đó?
I went back to bed and slept for another three hours.,Tôi quay lại giường và ngủ thêm ba tiếng nữa.
I knew that Tom wasn't very good at playing the flute.,Tôi biết Tom thổi sáo không giỏi lắm.
I think that Tom will be on the same plane as me.,Tôi nghĩ Tom sẽ ở cùng máy bay với tôi.
"I think that Tom didn't go jogging yesterday, but I'm not sure.","Tôi nghĩ rằng Tom đã không đi chạy bộ ngày hôm qua, nhưng tôi không chắc chắn."
I think that I won't go to Australia next winter.,Tôi nghĩ rằng tôi sẽ không đi Úc vào mùa đông tới.
I'll be living in Australia with my grandparents next year.,Tôi sẽ sống ở Úc với ông bà tôi vào năm tới.
I've decided to live in Australia after I graduate from college.,Tôi đã quyết định sẽ sống ở Úc sau khi tốt nghiệp đại học.
We might need to stay in Australia for a few weeks.,Chúng tôi có thể cần phải ở lại Úc trong vài tuần.
We may need to stay in Australia for a few weeks.,Chúng tôi có thể cần ở lại Úc trong vài tuần.
I didn't think that anybody suspected you weren't Tom.,Tôi không nghĩ là có ai nghi ngờ anh không phải là Tom.
I didn't think that anyone suspected you weren't Tom.,Tôi không nghĩ có người nghi ngờ anh không phải Tom.
I thought that Tom would stop by to check on our progress.,Tôi nghĩ Tom sẽ ghé qua để kiểm tra tiến độ của chúng tôi.
I thought that Tom would plant those flowers near the oak tree.,Tôi nghĩ rằng Tom sẽ trồng những bông hoa đó gần cây sồi.
I thought that Tom said he didn't know how to play the ukulele.,Tôi tưởng Tom đã nói rằng anh ấy không biết chơi đàn ukulele.
I thought that they were angry with me because I didn't help them wash the car.,Tôi nghĩ rằng họ giận tôi vì tôi không giúp họ rửa xe.
I thought that you weren't supposed to talk to Tom.,Tôi tưởng bạn không nên nói chuyện với Tom.
I thought you said that you used to live in Boston.,Tôi tưởng bạn nói bạn từng sống ở Boston.
I thought that you said you'd do that for Tom.,Tôi tưởng bạn đã nói bạn sẽ làm điều đó vì Tom.
I thought that you said you used to live in Boston.,Tôi tưởng bạn nói bạn từng sống ở Boston.
I thought that you said that you used to live in Boston.,Tôi tưởng bạn nói bạn từng sống ở Boston.
I knew that Tom wouldn't go there if you didn't go with him.,Tôi biết Tom sẽ không đến đó nếu bạn không đi cùng anh ấy.
I don't think that Tom knows what Mary is going to do.,Tôi không nghĩ Tom biết Mary định làm gì.
I don't think that Tom knows where the post office is.,Tôi không nghĩ Tom biết bưu điện ở đâu.
I don't think that Tom knows where Mary is going.,Tôi không nghĩ Tom biết Mary đi đâu.
I don't think that Tom knows whether Mary can do that or not.,Tôi không nghĩ Tom biết Mary có thể làm được điều đó hay không.
"I don't think that it'll rain, but I'll take an umbrella with me, just in case.","Tôi không nghĩ trời sẽ mưa, nhưng tôi sẽ mang theo ô để đề phòng."
I don't think that Tom will help me with my homework.,Tôi không nghĩ rằng Tom sẽ giúp tôi làm bài tập về nhà.
I don't think Tom will like the soup that I made.,Tôi không nghĩ Tom sẽ thích món súp tôi nấu.
I don't think that Tom will like the soup I made.,Tôi không nghĩ Tom sẽ thích món súp tôi làm.
I don't think that Tom will like the soup that I made.,Tôi không nghĩ Tom sẽ thích món súp tôi nấu.
I don't think that Tom would do this kind of thing.,Tôi không nghĩ Tom sẽ làm những việc như thế này.
The left hand does not know what the right hand is doing.,Tay trái không biết tay phải đang làm gì.
I didn't know that I was adopted until I was thirteen years old.,Tôi không biết mình được nhận nuôi cho đến khi tôi mười ba tuổi.
I didn't know I was adopted until I was thirteen.,Tôi không biết mình được nhận nuôi cho đến khi tôi mười ba tuổi.
I didn't know I was adopted until I was thirteen years old.,Tôi không biết mình được nhận nuôi cho đến khi tôi mười ba tuổi.
I don't want anybody to know that I'm rich.,Tôi không muốn ai biết tôi giàu.
You're the only person that I know who has ever visited Boston.,Bạn là người duy nhất tôi biết đã từng đến thăm Boston.
You're the only person I know who has ever visited Boston.,Bạn là người duy nhất tôi biết đã từng đến thăm Boston.
"Some things you can't change, no matter how unfair they are.","Có một số điều bạn không thể thay đổi được, cho dù chúng có bất công đến thế nào đi chăng nữa."
I don't think that Tom needs to worry about money.,Tôi không nghĩ rằng Tom cần phải lo lắng về tiền bạc.
I don't think that I'll ever be able to do that again.,Tôi không nghĩ rằng tôi sẽ có thể làm điều đó một lần nữa.
I know that Tom will probably not help us do that.,Tôi biết rằng Tom có ​​thể sẽ không giúp chúng tôi làm điều đó.
I didn't know that you were the last one to do that.,Tôi không biết rằng bạn là người cuối cùng làm điều đó.
I know that Tom doesn't know why Mary can't do that.,Tôi biết Tom không biết tại sao Mary không thể làm điều đó.
"You know Tom wasn't the one who did that, don't you?","Bạn biết Tom không phải là người đã làm điều đó, phải không?"
How do I know that you aren't going to do that again?,Làm sao tôi biết bạn sẽ không làm điều đó nữa?
I didn't know Tom lived in Australia for three years.,Tôi không biết Tom đã sống ở Úc được ba năm.
"I know I didn't have to do that, but I did it anyway.",Tôi biết tôi không phải làm điều đó nhưng tôi vẫn làm.
I know that Tom is a few pounds heavier than Mary is.,Tôi biết Tom nặng hơn Mary vài cân.
Tom said that he wanted to know whether I could swim.,Tom nói rằng anh ấy muốn biết liệu tôi có thể bơi được không.
Tom asked Mary to tell John he didn't plan to do that.,Tom yêu cầu Mary nói với John rằng anh ấy không có ý định làm điều đó.
I think everyone here knows that Tom can't do that.,Tôi nghĩ mọi người ở đây đều biết Tom không thể làm được điều đó.
I think everybody here knows that Tom can't do that.,Tôi nghĩ mọi người ở đây đều biết Tom không thể làm điều đó.
I know that Tom is a good friend of Mary's.,Tôi biết Tom là bạn tốt của Mary.
I know Tom is a better at guitar than Mary is.,Tôi biết Tom chơi guitar giỏi hơn Mary.
I know that Tom does that at least once a day.,Tôi biết rằng Tom làm điều đó ít nhất một lần một ngày.
How did you know that I wanted to speak to Tom?,Làm sao bạn biết tôi muốn nói chuyện với Tom?
I know Tom doesn't know why Mary can't do that.,Tôi biết Tom không biết tại sao Mary không thể làm điều đó.
How do I know you aren't going to do that again?,Làm sao tôi biết bạn sẽ không làm điều đó nữa?
Tom said that he wanted to know if I could swim.,Tom nói rằng anh ấy muốn biết liệu tôi có biết bơi không.
I know that Tom is a few pounds heavier than Mary.,Tôi biết Tom nặng hơn Mary vài cân.
I don't get paid as much as I'd like to be.,Tôi không được trả nhiều tiền như tôi mong muốn.
I don't get paid as much as I'd like to be paid.,Tôi không được trả nhiều như tôi mong muốn.
During questioning the accused asserted that he was temporarily unconscious and had no memory of the time when the crime was committed.,"Khi lấy lời khai, bị cáo khẳng định mình đã tạm thời bất tỉnh và không nhớ gì về thời điểm gây án."
"Im not saying you have to become totally ripped, but you should at least do some muscle training or youll probably end up bedridden before you know it.","Tôi không nói rằng bạn phải trở nên kiệt sức, nhưng ít nhất bạn nên tập luyện cơ bắp nếu không bạn có thể sẽ phải nằm liệt giường trước khi bạn biết điều đó."
Dont worry about it too much. Youve still got such a long life ahead of you.,Đừng lo lắng về nó quá nhiều. Bạn vẫn còn một cuộc đời dài phía trước.
"Early to bed and early to rise makes a man healthy, wealthy and wise.","Đi ngủ sớm và dậy sớm giúp một người khỏe mạnh, giàu có và khôn ngoan."
Now the earth was completely empty. Darkness was on the surface of the deep. God's ruach was hovering over the surface of the waters.,Bấy giờ trái đất hoàn toàn trống rỗng. Bóng tối bao phủ trên bề mặt vực sâu. Ruach của Chúa bay lượn trên mặt nước.
"You know what'll happen after twenty, thirty or fifty years?","Bạn biết điều gì sẽ xảy ra sau hai mươi, ba mươi hay năm mươi năm nữa không?"
